# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+78BE                         # G, H, J, KP, K, -, T, -, -, II
U+78C1                         # G, H, J, KP, K, -, T, -, V, II
U+78C5                         # G, H, J, KP, K, -, T, -, -, II
U+78CA                         # G, H, J, KP, K, -, T, -, V, II
U+78CB                         # G, H, J, KP, K, -, T, -, V, II
U+78D0                         # G, H, J, KP, K, -, T, -, -, II
U+78D1                         # G, H, J, KP, K, -, T, -, -, --
U+78D4                         # G, H, J, KP, K, -, T, -, V, II
U+78E7                         # G, H, J, KP, K, -, T, -, -, II
U+78E8                         # G, H, J, KP, K, -, T, -, V, II
U+78EC                         # G, H, J, KP, K, -, T, -, V, II
U+78EF                         # G, H, J, KP, K, -, T, -, -, II
U+78F4                         # G, H, J, KP, K, -, T, -, -, II
U+78FD                         # G, H, J, KP, K, -, T, -, -, --
U+7901                         # G, H, J, KP, K, -, T, -, -, II
U+7907                         # G, -, J, KP, K, -, T, -, -, --
U+790E                         # G, H, J, KP, K, -, T, -, V, II
U+7911                         # G, H, J, --, K, -, T, -, -, II
U+7912                         # G, H, J, KP, K, -, T, -, -, II
U+792B                         # G, H, J, KP, K, -, T, -, -, II
U+792C                         # G, H, J, KP, K, -, T, -, V, II
U+793A                         # G, H, J, KP, K, -, T, -, V, II
U+793C                         # G, H, J, KP, K, -, T, -, V, II
U+793E                         # G, H, J, KP, K, -, T, -, V, II
U+7940                         # G, H, J, KP, K, -, T, -, -, II
U+7941                         # G, H, J, KP, K, -, T, -, -, II
U+7947                         # G, H, J, KP, K, -, T, -, -, II
U+7948                         # G, H, J, KP, K, -, T, -, -, II
U+7949                         # G, H, J, KP, K, -, T, -, -, II
U+7950                         # G, H, J, KP, K, -, T, -, -, II
U+7953                         # G, H, J, KP, K, -, T, -, -, II
U+7955                         # G, H, J, KP, K, -, T, -, -, II
U+7956                         # G, H, J, KP, K, -, T, -, V, II
U+7957                         # G, H, J, KP, K, -, T, -, -, II
U+795A                         # G, H, J, KP, K, -, T, -, V, II
U+795D                         # G, H, J, KP, K, -, T, -, V, II
U+795E                         # G, H, J, KP, K, -, T, -, V, II
U+795F                         # G, H, J, KP, K, -, T, -, -, II
U+7960                         # G, H, J, KP, K, -, T, -, V, II
U+7962                         # G, H, J, KP, K, -, T, -, -, II
U+7965                         # G, H, J, KP, K, -, T, -, -, II
U+7968                         # G, H, J, KP, K, -, T, -, -, II
U+796D                         # G, H, J, KP, K, -, T, -, V, II
U+7977                         # G, -, J, --, -, -, T, -, -, II
U+797A                         # G, H, J, KP, K, -, T, -, -, II
U+797F                         # G, H, J, KP, K, -, T, -, V, II
U+7981                         # G, H, J, KP, K, -, T, -, V, II
U+7985                         # G, -, J, --, -, -, -, -, -, II
U+798A                         # G, H, J, KP, K, -, T, -, -, II
U+798D                         # G, H, J, KP, K, -, T, -, V, II
U+798E                         # G, H, J, KP, K, -, T, -, -, II
U+798F                         # G, H, J, KP, K, -, T, -, V, II
U+799D                         # G, H, J, --, K, -, T, -, -, --
U+79A7                         # G, H, J, KP, K, -, T, -, -, II
U+79B3                         # G, H, J, KP, K, -, T, -, -, II
U+79B9                         # G, H, J, KP, K, -, T, -, V, II
U+79BA                         # G, H, J, KP, K, -, T, -, -, II
U+79BD                         # G, H, J, KP, K, -, T, -, V, II
U+79BE                         # G, H, J, KP, K, -, T, -, -, II
U+79BF                         # G, H, J, KP, K, -, T, -, V, II
U+79C0                         # G, H, J, KP, K, -, T, -, V, II
U+79C9                         # G, H, J, KP, K, -, T, -, V, II
U+79CB                         # G, H, J, KP, K, -, T, -, V, II
U+79D1                         # G, H, J, KP, K, -, T, -, V, II
U+79D2                         # G, H, J, KP, K, -, T, -, -, II
U+79D5                         # G, H, J, KP, K, -, T, -, -, II
U+79DF                         # G, H, J, KP, K, -, T, -, V, II
U+79E1                         # G, -, J, KP, K, -, T, -, -, --
U+79E3                         # G, H, J, KP, K, -, T, -, -, II
U+79E4                         # G, H, J, KP, K, -, T, -, V, II
U+79E6                         # G, H, J, KP, K, -, T, -, V, II
U+79E7                         # G, H, J, KP, K, -, T, -, V, II
U+79E9                         # G, H, J, KP, K, -, T, -, V, II
U+79EC                         # G, H, J, KP, K, -, T, -, -, --
U+79F0                         # G, -, J, KP, K, -, T, -, V, II
U+79FB                         # G, H, J, KP, K, -, T, -, V, II
U+7A08                         # G, H, J, KP, K, -, T, -, -, II
U+7A0B                         # G, H, J, KP, K, -, T, -, V, II
U+7A0D                         # G, H, J, KP, K, -, T, -, V, II
U+7A0E                         # G, -, J, --, -, -, T, -, V, II
U+7A14                         # G, H, J, KP, K, -, T, -, V, II
U+7A17                         # G, H, J, KP, K, -, T, -, -, II
U+7A18                         # G, H, J, KP, K, -, T, -, -, --
U+7A19                         # G, H, J, KP, K, -, T, -, -, II
U+7A1A                         # G, H, J, KP, K, -, T, -, V, II
U+7A1C                         # G, H, J, KP, K, -, T, -, -, II
U+7A20                         # G, H, J, KP, K, -, T, -, -, II
U+7A2E                         # G, H, J, KP, K, -, T, -, V, II
U+7A32                         # G, H, J, KP, K, -, T, -, -, II
U+7A37                         # G, H, J, KP, K, -, T, -, V, II
U+7A3C                         # G, H, J, KP, K, -, T, -, V, II
U+7A3D                         # G, H, J, KP, K, -, T, -, V, II
U+7A3E                         # G, H, J, KP, K, -, T, -, -, --
U+7A40                         # G, H, J, KP, K, -, T, -, -, II
U+7A42                         # G, -, J, KP, -, -, T, -, -, II
U+7A43                         # G, H, J, --, -, -, -, -, -, --
U+7A46                         # G, H, J, KP, K, -, T, -, V, II
U+7A4D                         # G, H, J, KP, K, -, T, -, V, II
U+7A4E                         # G, H, J, KP, K, -, T, -, V, II
U+7A4F                         # G, -, J, KP, K, -, T, -, -, II
U+7A61                         # G, H, J, KP, K, -, T, -, -, II
U+7A62                         # G, H, J, KP, K, -, T, -, V, II
U+7A63                         # G, -, J, KP, -, -, -, -, -, II
U+7A69                         # G, H, J, KP, K, -, T, -, V, II
U+7A70                         # G, H, J, KP, K, -, T, -, -, II
U+7A74                         # G, H, J, KP, K, -, T, -, V, II
U+7A76                         # G, H, J, KP, K, -, T, -, V, II
U+7A79                         # G, H, J, KP, K, -, T, -, V, II
U+7A7A                         # G, H, J, KP, K, -, T, -, V, II
U+7A7D                         # G, H, J, KP, K, -, T, -, -, II
U+7A7F                         # G, H, J, KP, K, -, T, -, V, II
U+7A81                         # G, H, J, KP, K, -, T, -, V, II
U+7A83                         # G, H, J, KP, K, -, T, -, -, II
U+7A84                         # G, H, J, KP, K, -, T, -, -, II
U+7A88                         # G, H, J, KP, K, -, T, -, V, II
U+7A92                         # G, H, J, KP, K, -, T, -, V, II
U+7A93                         # G, H, J, KP, K, -, T, -, -, II
U+7A95                         # G, H, J, KP, K, -, T, -, V, II
U+7A96                         # G, H, J, KP, K, -, T, -, V, II
U+7A98                         # G, H, J, KP, K, -, T, -, V, II
U+7A9F                         # G, H, J, KP, K, -, T, -, -, II
U+7AA9                         # G, H, J, KP, K, -, T, -, V, II
U+7AAA                         # G, H, J, KP, K, -, T, -, -, II
U+7AAE                         # G, H, J, KP, K, -, T, -, V, II
U+7AAF                         # G, H, J, KP, K, -, T, -, -, II
U+7AB6                         # G, H, J, KP, K, -, T, -, -, --
U+7ABA                         # G, H, J, KP, K, -, T, -, -, II
U+7ABF                         # G, H, J, KP, K, -, T, -, -, II
U+7AC3                         # G, H, J, --, -, -, -, -, -, II
U+7AC4                         # G, H, J, KP, K, -, T, -, -, II
U+7AC5                         # G, H, J, KP, K, -, T, -, V, II
U+7AC7                         # G, H, J, KP, K, -, T, -, -, II
U+7ACB                         # G, H, J, KP, K, -, T, -, V, II
U+7ACD                         # G, -, J, --, -, -, T, -, -, --
U+7ACF                         # G, H, J, --, -, -, T, -, -, --
U+7AD3                         # G, H, J, --, -, -, T, -, -, --
U+7AD5                         # G, -, J, --, -, -, T, -, -, --
U+7AD9                         # G, H, J, KP, K, -, T, -, V, II
U+7ADC                         # G, H, J, KP, K, -, T, -, -, II
U+7ADF                         # G, H, J, KP, K, -, T, -, V, II
U+7AE0                         # G, H, J, KP, K, -, T, -, V, II
U+7AE1                         # G, -, J, --, -, -, T, -, -, --
U+7AE3                         # G, H, J, KP, K, -, T, -, -, II
U+7AE5                         # G, H, J, KP, K, -, T, -, V, II
U+7AE6                         # G, H, J, KP, K, -, T, -, -, II
U+7AEA                         # G, H, J, KP, K, -, T, -, -, II
U+7AED                         # G, H, J, KP, K, -, T, -, V, II
U+7AEF                         # G, H, J, KP, K, -, T, -, V, II
U+7AF0                         # G, -, J, --, -, -, T, -, -, --
U+7AF6                         # G, H, J, KP, K, -, T, -, -, II
U+7AF9                         # G, H, J, KP, K, -, T, -, V, II
U+7AFA                         # G, H, J, KP, K, -, T, -, -, II
U+7AFF                         # G, H, J, KP, K, -, T, -, V, II
U+7B02                         # G, -, J, --, -, -, -, -, -, --
U+7B04                         # G, H, J, KP, K, -, T, -, V, II
U+7B08                         # G, H, J, KP, K, -, T, -, V, II
U+7B0A                         # G, H, J, KP, K, -, T, -, -, II
U+7B0B                         # G, H, J, KP, K, -, T, -, -, II
U+7B0F                         # G, H, J, KP, K, -, T, -, -, II
U+7B18                         # G, H, J, KP, K, -, T, -, V, II
U+7B19                         # G, H, J, KP, K, -, T, -, V, II
U+7B1B                         # G, H, J, KP, K, -, T, -, V, II
U+7B1E                         # G, H, J, KP, K, -, T, -, -, II
U+7B20                         # G, H, J, KP, K, -, T, -, V, II
U+7B25                         # G, H, J, KP, K, -, T, -, -, II
U+7B26                         # G, H, J, KP, K, -, T, -, V, II
U+7B28                         # G, H, J, KP, K, -, T, -, -, II
U+7B2C                         # G, H, J, KP, K, -, T, -, V, II
U+7B33                         # G, H, J, KP, K, -, T, -, -, --
U+7B35                         # G, H, J, KP, K, -, T, -, V, II
U+7B39                         # G, H, J, KP, K, -, T, -, -, II
U+7B45                         # G, H, J, KP, K, -, T, -, -, II
U+7B46                         # G, H, J, KP, K, -, T, -, V, II
U+7B48                         # G, H, J, KP, K, -, T, -, -, II
U+7B49                         # G, H, J, KP, K, -, T, -, V, II
U+7B4C                         # G, H, J, KP, K, -, T, -, -, II
U+7B4F                         # G, H, J, KP, K, -, T, -, V, II
U+7B50                         # G, H, J, KP, K, -, T, -, -, II
U+7B51                         # G, H, J, KP, K, -, T, -, V, II
U+7B52                         # G, H, J, KP, K, -, T, -, V, II
U+7B54                         # G, H, J, KP, K, -, T, -, V, II
U+7B56                         # G, H, J, KP, K, -, T, -, V, II
U+7B5D                         # G, -, J, --, -, -, -, -, -, II
U+7B65                         # G, H, J, KP, K, -, T, -, V, II
U+7B67                         # G, H, J, KP, K, -, T, -, -, II
U+7B6C                         # G, H, J, KP, K, -, T, -, -, II
U+7B6E                         # G, H, J, KP, K, -, T, -, V, II
U+7B70                         # G, H, J, KP, K, -, T, -, -, II
U+7B71                         # G, H, J, KP, K, -, T, -, -, II
U+7B75                         # G, H, J, KP, K, -, T, -, -, II
U+7B86                         # G, -, J, KP, K, -, T, -, -, II
U+7B8D                         # G, H, J, KP, K, -, T, -, -, II
U+7B94                         # G, H, J, KP, K, -, T, -, -, II
U+7B95                         # G, H, J, KP, K, -, T, -, V, II
U+7B97                         # G, H, J, KP, K, -, T, -, V, II
U+7B98                         # G, H, J, KP, K, -, T, -, -, --
U+7B99                         # G, H, J, KP, K, -, T, -, -, II
U+7B9C                         # G, H, J, KP, K, -, T, -, -, II
U+7B9F                         # G, -, J, --, K, -, T, -, -, --
U+7BA1                         # G, H, J, KP, K, -, T, -, V, II
U+7BAA                         # G, -, J, --, -, -, -, -, -, II
U+7BAD                         # G, H, J, KP, K, -, T, -, V, II
U+7BB1                         # G, H, J, KP, K, -, T, -, V, II
U+7BB4                         # G, H, J, KP, K, -, T, -, V, II
U+7BB8                         # G, H, J, KP, K, -, T, -, V, II
U+7BC0                         # G, H, J, KP, K, -, T, -, V, II
U+7BC1                         # G, H, J, KP, K, -, T, -, -, II
U+7BC4                         # G, H, J, KP, K, -, T, -, V, II
U+7BC6                         # G, H, J, KP, K, -, T, -, V, II
U+7BC7                         # G, H, J, KP, K, -, T, -, V, II
U+7BCB                         # G, H, J, KP, K, -, T, -, -, --
U+7BCC                         # G, H, J, KP, K, -, T, -, -, II
U+7BCF                         # G, H, J, --, -, -, -, -, -, --
U+7BDD                         # G, H, J, KP, K, -, T, -, V, II
U+7BE4                         # G, H, J, KP, K, -, T, -, V, II
U+7BE5                         # G, H, J, KP, K, -, T, -, V, II
U+7BE9                         # G, H, J, KP, K, -, T, -, V, II
U+7BED                         # G, -, J, KP, K, -, T, -, V, II
U+7BF3                         # G, H, J, KP, K, -, T, -, -, II
U+7BF6                         # G, -, J, KP, -, -, T, -, -, --
U+7BF7                         # G, H, J, KP, K, -, T, -, V, II
